,text,date,channel_FedRussianInsiders,channel_TechCryptoAnalyst,channel_Whalesguide,channel_binancekillers,channel_cryptoclubpump,channel_wallstreetqueenofficial,sentiment,sentiment_score,year,week,day
2188,"$DOGE **UPDATE VIP **-------------------- ****** BREAKING: **[**$DOGE**](https://x.com/search?q=%24DOGE&src=cashtag_click)** ****** **flips **[**$USDC**](https://x.com/search?q=%24USDC&src=cashtag_click)** to rank 6th largest token by market cap.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-11,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,0
2189,"$BTC UPDATE VIP  --------------------  BTC just soared past $82K!  -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-11,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,0
2190,"$BTC VIP Analysis NOVEMBER 11th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- $BTCs weekly bullish trend to continue, well need a strong closure above the breakout level, followed by a successful retest.  This would confirm the upward momentum, even with some intra-week ups and downs.  Holding above this resistance trendline after breaking out would be a powerful sign that the bullish movement is intact! ----------------- MAIN INTEREST LEVELS SHORT $84,637 LONG $82,617 PREDICTED DAILY RANGE $77,625 to $85,000 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-11,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,0
2191,"**$BTC**** UPDATE VIP** -------------------- Bitcoin just hit a new all-time high!  -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-11,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,0
2192,"$BTC **UPDATE VIP **-------------------- **BREAKING: ******** Bitcoin surpasses silver market cap and** **become the 8th largest asset in the world.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-12,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,1
2193,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- ** On the daily timeframe, $BTC has successfully established a higher low, showing a strong bounce after consolidating at its horizontal support level.  This impulsive move highlights bullish momentum as it rebounded sharply from support. On the weekly timeframe, $BTC is consolidating at a crucial horizontal support level, building strength to potentially squeeze out the liquidity above.  Keep an eye on any further consolidation here, as it may signal readiness for another upward movement!  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-12,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,1
2194,"$BTC VIP Analysis NOVEMBER 12th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH --------------------  With an impressive streak of seven consecutive bullish candles, $BTC hit the $90,000 level on the daily timeframe as of November 12, 2024!  On the H1 timeframe, the price action recently formed a double top and consolidated around that level. It then broke down its support level, triggering a pullback.  Now, were watching closely for the Fair Value Gap (FVG) to be filled if the price action, after forming a lower high, creates another lower low. This could indicate further downside action before any potential rebound.  ----------------- MAIN INTEREST LEVELS SHORT $88,782 LONG $87,348 PREDICTED DAILY RANGE $82,638 to $89,678 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-12,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,1
2195,"$BTC **UPDATE VIP **-------------------- ** JUST IN:  President-elect Trump appoints Elon Musk and Vivek Ramaswamy to lead Department of Government Efficiency (****#DOGE****).** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,2
2196,"**$BTC**** UPDATE VIP** -------------------- Bitcoin just hit a new all-time high $92,000  -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,2
2197,"**$BTC**** UPDATE VIP** -------------------- Bitcoin just hit a new all-time high $93,000  -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,2
2198,"$BTC VIP Analysis NOVEMBER 13th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- After breaking out of the resistance trendline of its symmetrical triangle pattern and completing an upside retest, $BTC has successfully reached $93,000 . The next anticipated target is around $97,000 if the bullish momentum continues!  ----------------- MAIN INTEREST LEVELS SHORT $92,352 LONG $89,035 PREDICTED DAILY RANGE $86,424 to $97,642 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,2
2199,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **On the weekly timeframe, $BTC has successfully broken out of its horizontal resistance level after filling the Fair Value Gap (FVG) between 60.17% to 58.47% . Now, it's moving upward towards the buy-side liquidity level at 63.42% . This breakout could signal further bullish momentum if it maintains strength above this resistance! **-------------------- We told you first, Fed. Russian Insiders**",2024-11-13,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,2
2200,"$BTC **UPDATE VIP **-------------------- **BREAKING: ******** Bitcoin ETF, ****$IBIT****, sees over $5 billion in daily volume today for the first time in history.** That's over $13 billion in volume this week and it's only Wednesday. -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-14,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,3
2201,"$BTC VIP Analysis NOVEMBER 14th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH --------------------  On the H1 timeframe, $BTC has shifted to a downtrend on the micro level, breaking through its support range between $90,133 and $89,649. This breakdown suggests that the price action could target the sell-side liquidity level at $87,697 as the next potential move.  ----------------- MAIN INTEREST LEVELS SHORT $88,257 LONG $86,257 PREDICTED DAILY RANGE $86,424 to $97,642 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-14,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,46,3
2202,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- ** On the H1 timeframe, $BTC DOMINANCE has developed a higher highs, higher lows pattern, showing potential to retest its support trendline. Given that the latest higher high aligns closely with the previous one, this suggests a compression phase. A breakdown of the support trendline could signal further downward movement . **-------------------- We told you first, Fed. Russian Insiders**",2024-11-14,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,46,3
2203,"$BTC **UPDATE VIP **--------------------  **BitwiseInvest has filed to uplist its Bitwise 10 Crypto Index Fund as an Exchange-Traded Product (ETP).** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-15,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,4
2204,"$BTC VIP Analysis NOVEMBER 15th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH --------------------  The price action on the H1 timeframe is consolidating between its horizontal support and resistance levels. Currently, the price action is encountering resistance at the level marked between $90,133 to $89,649.  If the price action breaks out above this level, we can anticipate further upward movement in the price action.  ----------------- MAIN INTEREST LEVELS SHORT $89,694 LONG $90,133 PREDICTED DAILY RANGE $86,424 to $97,642 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-15,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,4
2205,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- ** The price action on the H1 timeframe is playing out as expected. The price action is failing to print further higher highs and is consolidating within a compression level. We can anticipate a breakdown of the neckline of the pattern, which could lead the price action towards the sell-side liquidity levels.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-15,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,46,4
2206,"$BTC **UPDATE VIP **--------------------  **SEC approves 7RCC spot ******** Bitcoin and Carbon Credit Futures ETF** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-16,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,5
2207,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **The price action of $BTC DOMINANCE on the H1 timeframe played out as anticipated. After reaching its horizontal resistance level marked between 61.37% to 61.23%, the price action faced rejection and subsequently broke down the horizontal support level at 60.65% to 60.54%.  Currently, the price action is forming a lower high, signaling potential further downward movement if this level results in a rejection. A formation of a lower low would confirm this bearish scenario.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-16,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,46,5
2208,"$BTC VIP Analysis NOVEMBER 16th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH --------------------  On the H1 timeframe, the price action of $BTC has demonstrated a significant breakout above the resistance trendline of its descending triangle pattern. Following this breakout, the previous resistance level has been flipped into a support zone, marked between $90,133 and $89,694.  This newly established support level has provided a strong foundation, allowing the price to bounce back and regain upward momentum.  Keep an eye on this critical level as it plays a pivotal role in shaping $BTCs next moves!  ----------------- MAIN INTEREST LEVELS SHORT $92,o59 LONG $90,786 PREDICTED DAILY RANGE $86,424 to $97,642 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-16,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,5
2209,"**$ETHBTC**** UPDATE VIP --------------------**  On the Monthly timeframe, the price action of $ETHBTC has: Successfully filled out its Fair Value Gap (FVG) level, marked between $0.04748 to $0.03490. The price action is also completing the D-leg of its Bullish Harmonic Bat pattern, where it is expected to bounce back from its Potential Reversal Zones (PRZ) level. This indicates a potential shift in momentum and a strong opportunity for a bullish move ahead. ** -------------------- We told you first, Fed. Russian Insiders**",2024-11-16,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,46,5
2210,"$BTC VIP Analysis NOVEMBER 17th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH --------------------  On the H1 timeframe, $BTC has broken down from its horizontal support zone at $90,133 to $89,649, following a consolidation in a compression phase. This breakdown signals a likelihood of the price action targeting lower liquidity levels.  Key liquidity levels to watch are at $89,220 and $87,739, which could be reached after a potential retest of the breakdown zone below the pattern. Confirmation of the retest and sustained rejection at the previous support-turned-resistance would strengthen the bearish outlook. ----------------- MAIN INTEREST LEVELS SHORT $89,502 LONG $88,572 PREDICTED DAILY RANGE $89,963 to $93,330 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-17,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,46,6
2211,"$BTC **UPDATE VIP **-------------------- **JUST IN: ******** Billionaire investor Paul Tudor Jones has increased his fund's ****#Bitcoin**** holdings by 5x to $159.9 million through BlackRock's ETF - SEC filings** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-18,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,0
2212,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- ** On the H1 timeframe, $BTC dominance has successfully broken below its horizontal support region between 60.65% and 60.54%. Currently, it is holding at a lower horizontal support zone marked between 59.83% and 59.75%, where it has shown a bounce-back reaction.   Notably, all the EMAs have flipped into resistance levels, indicating that the overall trend remains bearish. The bounce from the support zone suggests a potential short-term recovery, but the price action needs to reclaim key EMA levels to signal a more sustained reversal.  Watch for a retest of the support zone and reactions to the EMAs to assess the next move in $BTC dominance.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-18,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,47,0
2213,"$BTC VIP Analysis NOVEMBER 18th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH --------------------  On the H1 timeframe, the price action of $BTC has taken out the sell side liquidity level at $89,220 and has since bounced back with an impulsive move. This rebound highlights strong buyer interest at that level.  The price is now holding its support zone, marked between $90,133 and $89,649, signaling that the market is regaining stability in the short term. ----------------- MAIN INTEREST LEVELS SHORT $91,451 LONG 90,133 PREDICTED DAILY RANGE $89,963 to $93,330 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-18,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,0
2214,"$BTC **UPDATE VIP **-------------------- **JUST IN: Massive ****#Bitcoin**** symbol projected onto the Abu Dhabi  Global Markets building.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-19,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,1
2215,"**$TOTAL** **UPDATE VIP -------------------- ** On the H2 timeframe, $BTC has successfully broken out of its horizontal resistance zone, marked between 3.02T and 3T. This breakout suggests bullish momentum is building.  All EMAs are aligning as support levels, reinforcing the upward bias. With this breakout, the price action may now target the resistance trendline region, presenting a potential test of the next key level. **-------------------- We told you first, Fed. Russian Insiders**",2024-11-19,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,1
2216,"$BTC VIP Analysis NOVEMBER 19th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH --------------------  On the H1 timeframe, the $BTC price action is currently respecting its horizontal resistance level, marked between $93,344 and $92,794. Considering the current market sentiment and momentum, there is potential for the price to break above this resistance zone, paving the way for a new high. A successful breakout with strong volume confirmation could signal further bullish movement.  Key factors to watch include breakout strength, volume levels, and price action sustainability above the resistance. Failure to break this level might result in consolidation or a pullback to test nearby support zones.  ----------------- MAIN INTEREST LEVELS SHORT $93,516 LONG $92,794 PREDICTED DAILY RANGE $91,776 to $95,631 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-19,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,1
2217,"**BLACK FRIDAY VIP SALE!** -------------------- **BTC AT ALL TIME HIGHS!** And the alt-season hasnt even started. This market cycle will never happen again. The biggest transfer of wealth in human history is about to happen in front of us. Will you ride it, or will you miss it? 1 Month Fee: $260 (was $750) 3 Month Fee: $420 (was $1,300) **LIFETIME: $550 (was $2,200)** **INCLUDED:** VIP Trading Signals (Futures/Spot)  to A lt ySignals (Short/Mid/Long Term) Signal Accuracy: 94%  Trade Monitoring Risk Management FRI Insiders Library 24/7 Support Cornix Auto-Trading **EARLY ACCESS (Projects/Gems/Features, Lifetime members ONLY)** No spots will be saved. First come, first served. See you inside brothers!! -------------------- **Step 1) Payment** **USDT TRC20** `TKnSwbSBVBcoGo5GNnGCvrQrHVfdiKTWhz` **BTC** `1ETX8eU2QjWQaKgiaMYnmsf3UjDeF3Scof` **Step 2) Send payment screenshot to ****t.me/dmitrifri** -------------------- Yours truly, Fed. Russian Insiders",2024-11-19,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,1
2218,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- ** On the H1 timeframe, $BTC dominance has played out as anticipated. The price action successfully held its support level, bounced back, and broke through the neckline of the compression pattern. It is now consolidating above this level, signaling potential continuation.  Following a retest of the breakout zone, the price action could target the horizontal resistance level marked between 60.65% and 60.64%. This resistance region will be critical in determining the next directional move.  Monitor the retest and consolidation for confirmation of strength before a potential move higher. A failure to hold the breakout zone may indicate a return to support levels.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-19,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,1
2219,"$BTC **UPDATE VIP **--------------------  **BREAKING: Michael Saylor to present to the Microsoft Board next month about buying ****#Bitcoin******** for its corporate treasury. ** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-20,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,2
2220,"**$BTC**** UPDATE VIP** -------------------- BTC made a new all time high by crossing $94K  -------------------- We told you first, Fed. Russian Insiders",2024-11-20,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,2
2221,"$BTC VIP Analysis NOVEMBER 20th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH --------------------  On the H1 timeframe, the price action has achieved a new all-time high (ATH) of $94,000, following a breakout above the horizontal resistance zone marked between $93,344 and $92,794.   Currently, the price is consolidating above its horizontal support level, suggesting a potential base formation. To sustain its bullish momentum, the price action must hold this region as support. A failure to do so could trigger a retracement, while a successful hold may pave the way for further upward movement. ----------------- MAIN INTEREST LEVELS SHORT $94,874 LONG $93,344 PREDICTED DAILY RANGE $91,776 to $95,631 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-20,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,2
2222,"$BTC **UPDATE VIP **-------------------- ** JUST IN:  President-elect Trump team to consider creating first ever White House crypto role.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-20,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,2
2223,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- ** On the H1 timeframe, $BTC dominance has successfully flipped its resistance zone into a support level, now holding between 60.65% and 60.54%.   With this structural shift, the price action is likely to test its next horizontal resistance region, marked between 61.37% and 61.23%. This move could signal strengthening dominance, potentially impacting market trends in favor of $BTC over altcoins.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-20,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,2
2224,"$BTC **UPDATE VIP **-------------------- **JUST IN: ******** BlackRock and Fidelity's spot ****#Bitcoin**** ETFs did a combined $4.17 BILLION in trading volume today** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-21,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,3
2225,"**$BTC**** UPDATE VIP** -------------------- BTC made a new all time high by crossing $97K  -------------------- We told you first, Fed. Russian Insiders",2024-11-21,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,3
2226,"$BTC UPDATE VIP -------------------- BTC smashed $98K  -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-21,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,3
2227,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **The weekly timeframe analysis of BTC Dominance indicates that it is holding firm at its support region and appears poised for a potential bounce. The next target is to capture the buy-side liquidity, with a key level marked at 63.42%.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-21,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,3
2228,"**$ETHBTC**** UPDATE VIP --------------------** On the weekly timeframe, the price action of ETH/BTC has broken down below its support zone, marked between 0.03838 and 0.03625.  The pair is now heading toward its potential reversal zone, aligning with the 0.886 Fibonacci level, which may serve as a critical area for a trend shift. ** -------------------- We told you first, Fed. Russian Insiders**",2024-11-22,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,47,4
2229,"$BTC **UPDATE VIP **-------------------- ** JUST IN: Publicly traded MARA holdings company bought 5,771 ****#bitcoin**** ******** worth $572 million ** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-23,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,5
2230,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **On the H4 timeframe, as anticipated, BTC's price action took out the upper-side liquidity levels before making an impulsive move downward, sweeping liquidity around the horizontal support region marked between 58.60% and 58.41%.  Currently, the price is bouncing back from this support region, suggesting the potential for a short-term upward movement in price action.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-23,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,5
2231,"$BTC VIP Analysis NOVEMBER 23th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- On the H1 timeframe, the price action, after reaching an all-time high (ATH) of $99,860, has completed the formation of a Bullish Harmonic Shark pattern.  The price is now likely to test the region marked between $96,730 and $95,986, which could act as a potential support zone for a reversal.  ----------------- MAIN INTEREST LEVELS SHORT $97,574 LONG $996,730 PREDICTED DAILY RANGE $94,541 to $99,981 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-23,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,5
2232,"$BTC **UPDATE VIP **--------------------  **Van Eck has reissued its $180,000 price target for Bitcoin at the peak of the current cycle.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-24,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,6
2233,"$BTC VIP Analysis NOVEMBER 23th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- The price action on H1 timeframe level successfully filled out its Fair Value Gap level marked between the $96,730 to $95,986 level. The price action bounced back from there and consolidating after makinng out the lower lows lower high level. ----------------- MAIN INTEREST LEVELS SHORT $97,574 LONG $94,966 PREDICTED DAILY RANGE $94,541 to $99,981 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-24,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,47,6
2234,"$BTC **UPDATE VIP **-------------------- ********** A wallet made $2.5M in just 3 hours trading ****$FATHA**** today! ** Trader spent 13 $SOL($3.3K) to buy 57.89M FATHA on Pump.fun. Later trader sold all $FATHA at the high point for 9,718.5 $SOL($2.5M), a 750x return! -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-25,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,0
2235,"$BTC VIP Analysis NOVEMBER 24th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- As anticipated, the price action has successfully played out as expected, reaching its horizontal support level after filling the Fair Value Gap (FVG), marked between $94,966 and $94,477.  Currently, the price action is consolidating at this support zone. If this level holds, we could see a bounce-back movement from here.  ----------------- MAIN INTEREST LEVELS SHORT $94,477 LONG $94,966 PREDICTED DAILY RANGE $94,541 to $99,981 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-25,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,0
2236,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **On the H4 timeframe, BTC Dominance is consolidating at its horizontal support level, marked between 58.60% and 58.41%.  However, all the EMAs are acting as resistance levels, adding to the bearish pressure. If the price action loses this support zone, further downward movement can be expected.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-25,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,48,0
2237,"$BTC **UPDATE VIP **-------------------- ** NEW : Tron ******** founder Justin Sun invests $30 million in President-elect Donald Trump's ****#crypto**** project, making him the largest investor.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-26,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,1
2238,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **On the H4 timeframe, the price action of $BTC, after consolidating at its horizontal support level, has bounced back and is now heading toward the upside Fair Value Gap (FVG), marked between 60.12% and 59.61%.  This upward move could signal further bullish momentum as it aims to fill the gap.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-26,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,1
2239,"$BTC **UPDATE VIP **--------------------  **Long-term holders have offloaded 728,000 ****#Bitcoin**** in the past 30 days.** This marks the highest sell-off since April. -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-27,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,48,2
2240,"$BTC VIP Analysis NOVEMBER 27th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- On the H1 timeframe, the price action successfully completed its Bullish Harmonic Shark pattern, bouncing back from its Potential Reversal Zone (PRZ).  However, after taking out the upper-side liquidity, the price faced rejection at the horizontal resistance level, marked between $94,966 and $94,477.  This suggests potential consolidation or a retracement in the short term.  ----------------- MAIN INTEREST LEVELS SHORT $94,477 LONG $94,966 PREDICTED DAILY RANGE $90,926 to $99,661 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-27,1.0,0.0,0.0,0.0,0.0,0.0,neutral,0,2024,48,2
2241,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **On the daily timeframe, the price action is once again testing its horizontal support level, marked between 58.60% and 58.41%.  Additionally, the price has broken below its support trendline, signaling potential bearish pressure. If the price action fails to hold this horizontal support level, we can expect a further downward movement toward lower levels.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-27,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,48,2
2242,"$BTC **UPDATE VIP **--------------------  **JUST IN : Bankrupt ****#Celsius**** to begin a second distribution of $127 million. Distributions will be made in ****#BTC**** based on eligibility.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-28,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,3
2243,"**$BTC**** DOMINANCE** **UPDATE VIP -------------------- **On the daily timeframe, BTC Dominance is attempting to break down both its support trendline and its horizontal support level, marked between 58.60% and 58.41%.  If this breakdown occurs, the price action is likely to target the sell-side liquidity levels, marked at 57.85% and 57.08%, indicating further downside potential.  **-------------------- We told you first, Fed. Russian Insiders**",2024-11-28,1.0,0.0,0.0,0.0,0.0,0.0,negative,-1,2024,48,3
2244,"$BTC VIP Analysis NOVEMBER 28th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- On the H1 timeframe, the price action successfully flipped its resistance region and filled the Fair Value Gap (FVG) marked between $97,336 and $96,562.  However, during the bounce, the price action has left behind another FVG, now marked between $94,161 and $93,527, which may act as a target for a future retracement.  ----------------- MAIN INTEREST LEVELS SHORT $94,477 LONG $94,966 PREDICTED DAILY RANGE $90,926 to $99,661 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-28,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,3
2245,"$BTC **UPDATE VIP **-------------------- ** BREAKING: **#**Tether******** transfers 495 million USDT to Binance exchange.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-29,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,4
2246,"$BTC VIP Analysis NOVEMBER 29th, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- On the H1 timeframe, the price action of $BTC successfully broke out of the resistance trendline of its bull flag pattern and impulsively pumped toward its buy-side liquidity level, marked at $98,406, while also filling the Fair Value Gap (FVG).  Currently, the price is consolidating above its horizontal support zone, marked between $96,872 and $96,616, indicating a potential base for further upward movement or stabilization.  ----------------- MAIN INTEREST LEVELS SHORT $96,616 LONG $97,374 PREDICTED DAILY RANGE $90,926 to $99,661 -------------------- VIP ACTION PLAN [VIP EXCLUISE CONTENT] ----------------- Yours truly, Fed. Russian Insiders",2024-11-29,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,4
2247,"$BTC **UPDATE VIP **-------------------- ** NEW : ****$XRP**** surpasses ****$BNB**** to become 5th largest cryptocurrency by Market Cap and reached $100 Billion Market Cap.** -------------------- We told you first, Fed. RussiaBitcoinn Insiders",2024-11-30,1.0,0.0,0.0,0.0,0.0,0.0,positive,1,2024,48,5
